4.438829999999999814e+02,3.565330000000000155e+02,2.351999999999999886e+02,4.653670000000000186e+02,3.968330000000000268e+02,2.320999999999999943e+02,2.732169999999999845e+02,2.886669999999999732e+02,4.414830000000000041e+02,2.757330000000000041e+02,2.656700000000000017e+01,3.260169999999999959e+02,4.546669999999999732e+02,3.116999999999999886e+02,2.241330000000000098e+02,1.819329999999999927e+02,3.666829999999999927e+02,2.055329999999999870e+02,1.834670000000000130e+02,2.200329999999999870e+02
3.139830000000000041e+02,2.897330000000000041e+02,1.528329999999999984e+02,3.503999999999999773e+02,2.922330000000000041e+02,2.263830000000000098e+02,3.857500000000000000e+02,2.667669999999999959e+02,3.368829999999999814e+02,1.740329999999999870e+02,2.983829999999999814e+02,5.775000000000000000e+01,3.247669999999999959e+02,1.748830000000000098e+02,5.236169999999999618e+02,1.457500000000000000e+02,2.113669999999999902e+02,1.698170000000000073e+02,1.845169999999999959e+02,3.250830000000000268e+02
0.000000000000000000e+00,3.256669999999999732e+02,2.554830000000000041e+02,8.251699999999999591e+01,1.516829999999999927e+02,3.862669999999999959e+02,4.405830000000000268e+02,3.026999999999999886e+02,1.437170000000000130e+02,2.504329999999999927e+02,4.243000000000000114e+02,3.165830000000000268e+02,3.414999999999999858e+01,3.347500000000000000e+02,6.495170000000000528e+02,2.716499999999999773e+02,3.712330000000000041e+02,3.296829999999999927e+02,3.443829999999999814e+02,3.610330000000000155e+02
2.799169999999999732e+02,2.521829999999999927e+02,1.116830000000000069e+02,3.163330000000000268e+02,2.546829999999999927e+02,1.207830000000000013e+02,3.373330000000000268e+02,2.292170000000000130e+02,2.993330000000000268e+02,1.328830000000000098e+02,2.425500000000000114e+02,1.268329999999999984e+02,2.906999999999999886e+02,6.463299999999999557e+01,4.677669999999999959e+02,1.045829999999999984e+02,1.340500000000000114e+02,6.420000000000000284e+01,7.891700000000000159e+01,2.875500000000000114e+02
5.937670000000000528e+02,4.941499999999999773e+02,3.851000000000000227e+02,6.152670000000000528e+02,5.467169999999999845e+02,3.819830000000000041e+02,4.108170000000000073e+02,4.262669999999999959e+02,5.913669999999999618e+02,4.215500000000000114e+02,1.712669999999999959e+02,4.758999999999999773e+02,6.045499999999999545e+02,4.616000000000000227e+02,2.110670000000000073e+02,3.318330000000000268e+02,5.165829999999999700e+02,3.554169999999999732e+02,3.333670000000000186e+02,3.576329999999999814e+02
2.557170000000000130e+02,2.061670000000000016e+02,4.704999999999999716e+01,2.771999999999999886e+02,2.086670000000000016e+02,1.526500000000000057e+02,2.641170000000000186e+02,1.831999999999999886e+02,2.533170000000000073e+02,8.756699999999999307e+01,1.767669999999999959e+02,1.378499999999999943e+02,2.665000000000000000e+02,1.420500000000000114e+02,4.019830000000000041e+02,2.411700000000000088e+01,1.785329999999999870e+02,1.260829999999999984e+02,1.040330000000000013e+02,2.308830000000000098e+02
2.621000000000000227e+02,2.343669999999999902e+02,9.386700000000000443e+01,2.985169999999999959e+02,2.368669999999999902e+02,1.422330000000000041e+02,3.267669999999999959e+02,2.114000000000000057e+02,2.815169999999999959e+02,1.150669999999999931e+02,2.394170000000000016e+02,1.090169999999999959e+02,2.728829999999999814e+02,9.073300000000000409e+01,4.646329999999999814e+02,8.676699999999999591e+01,1.272169999999999987e+02,8.566700000000000159e+01,1.003670000000000044e+02,2.697330000000000041e+02
3.298000000000000114e+02,3.020670000000000073e+02,1.547829999999999870e+02,3.661999999999999886e+02,3.045670000000000073e+02,5.703300000000000125e+01,2.735830000000000268e+02,2.791000000000000227e+02,3.492169999999999845e+02,1.827500000000000000e+02,1.788000000000000114e+02,1.766999999999999886e+02,3.405670000000000073e+02,1.179830000000000041e+02,4.040169999999999959e+02,1.015000000000000000e+02,1.839329999999999927e+02,1.181700000000000017e+01,1.516699999999999982e+01,2.403499999999999943e+02
3.581329999999999814e+02,3.053000000000000114e+02,1.461829999999999927e+02,3.763500000000000227e+02,3.078000000000000114e+02,6.671699999999999875e+01,2.650000000000000000e+02,2.823330000000000268e+02,3.524499999999999886e+02,1.866999999999999886e+02,1.555329999999999870e+02,2.050500000000000114e+02,3.689169999999999732e+02,1.463329999999999984e+02,3.807500000000000000e+02,9.291700000000000159e+01,2.122669999999999959e+02,4.014999999999999858e+01,1.808299999999999841e+01,2.317669999999999959e+02
3.452830000000000155e+02,1.620329999999999870e+02,2.271169999999999902e+02,3.446499999999999773e+02,2.761170000000000186e+02,2.658170000000000073e+02,9.406699999999999307e+01,9.416700000000000159e+01,3.207669999999999959e+02,1.877170000000000130e+02,2.025999999999999943e+02,3.206829999999999927e+02,3.794329999999999927e+02,3.275830000000000268e+02,4.133999999999999773e+02,2.061829999999999927e+02,3.640670000000000073e+02,2.392500000000000000e+02,2.171999999999999886e+02,1.451699999999999946e+01
