3.613300000000000267e+01,3.153500000000000227e+02,2.461829999999999927e+02,7.220000000000000284e+01,1.413669999999999902e+02,3.769669999999999845e+02,4.302669999999999959e+02,2.923829999999999814e+02,1.334000000000000057e+02,2.411330000000000098e+02,4.150000000000000000e+02,3.072830000000000155e+02,7.029999999999999716e+01,3.254499999999999886e+02,6.402169999999999845e+02,2.623500000000000227e+02,3.619329999999999927e+02,3.203829999999999814e+02,3.351000000000000227e+02,3.507169999999999845e+02
2.861999999999999886e+02,3.513300000000000267e+01,1.680329999999999870e+02,2.855670000000000073e+02,2.170329999999999870e+02,3.127330000000000041e+02,2.225169999999999959e+02,8.463299999999999557e+01,2.616829999999999927e+02,1.244330000000000069e+02,3.176170000000000186e+02,2.616170000000000186e+02,3.203670000000000186e+02,2.685169999999999959e+02,5.284170000000000300e+02,1.841999999999999886e+02,3.050000000000000000e+02,2.634329999999999927e+02,2.641000000000000227e+02,1.429670000000000130e+02
2.451829999999999927e+02,1.956330000000000098e+02,3.453300000000000125e+01,2.666669999999999732e+02,1.981330000000000098e+02,1.962669999999999959e+02,3.077330000000000041e+02,1.726670000000000016e+02,2.427829999999999870e+02,7.703300000000000125e+01,2.203830000000000098e+02,1.626330000000000098e+02,2.559670000000000130e+02,1.668170000000000073e+02,4.456000000000000227e+02,6.773300000000000409e+01,2.033000000000000114e+02,1.617500000000000000e+02,1.476330000000000098e+02,2.309830000000000041e+02
4.286699999999999733e+01,2.826329999999999814e+02,2.371500000000000057e+02,4.223299999999999699e+01,1.086329999999999956e+02,3.836829999999999927e+02,3.975500000000000114e+02,2.596669999999999732e+02,1.006830000000000069e+02,2.193000000000000114e+02,4.059669999999999845e+02,3.140000000000000000e+02,7.703300000000000125e+01,3.321829999999999927e+02,6.311829999999999927e+02,2.533170000000000073e+02,3.686669999999999732e+02,3.271170000000000186e+02,3.418170000000000073e+02,3.179830000000000041e+02
1.357330000000000041e+02,2.329499999999999886e+02,1.874670000000000130e+02,1.350999999999999943e+02,3.964999999999999858e+01,3.321669999999999732e+02,3.478670000000000186e+02,2.099830000000000041e+02,1.112169999999999987e+02,1.696169999999999902e+02,3.562830000000000155e+02,2.810500000000000114e+02,1.699000000000000057e+02,2.879499999999999886e+02,5.815000000000000000e+02,2.036330000000000098e+02,3.244329999999999927e+02,2.828670000000000186e+02,2.835330000000000155e+02,2.683000000000000114e+02
3.726829999999999927e+02,3.369499999999999886e+02,1.778329999999999984e+02,4.090830000000000268e+02,3.394499999999999886e+02,1.583300000000000018e+01,2.966499999999999773e+02,3.139830000000000041e+02,3.841000000000000227e+02,2.183499999999999943e+02,2.018669999999999902e+02,2.195829999999999984e+02,3.834499999999999886e+02,1.608669999999999902e+02,4.270830000000000268e+02,1.245669999999999931e+02,2.268170000000000073e+02,5.470000000000000284e+01,3.529999999999999716e+01,2.634169999999999732e+02
3.636669999999999732e+02,1.804170000000000016e+02,2.455000000000000000e+02,3.630330000000000155e+02,2.945000000000000000e+02,2.568829999999999814e+02,1.131670000000000016e+02,1.125499999999999972e+02,3.391499999999999773e+02,2.107829999999999870e+02,1.992500000000000000e+02,3.390670000000000073e+02,3.978170000000000073e+02,3.364830000000000041e+02,4.100670000000000073e+02,1.972330000000000041e+02,3.824499999999999886e+02,2.303170000000000073e+02,2.082500000000000000e+02,3.670000000000000284e+01
2.932669999999999959e+02,1.100169999999999959e+02,1.750999999999999943e+02,2.926329999999999814e+02,2.240999999999999943e+02,3.198000000000000114e+02,1.805670000000000073e+02,2.433299999999999841e+01,2.687500000000000000e+02,1.315000000000000000e+02,2.756499999999999773e+02,2.686829999999999927e+02,3.274329999999999927e+02,2.755670000000000073e+02,4.864669999999999845e+02,1.912669999999999959e+02,3.120500000000000114e+02,2.705000000000000000e+02,2.711669999999999732e+02,1.010000000000000000e+02
1.067169999999999987e+02,2.653170000000000073e+02,2.198499999999999943e+02,1.060829999999999984e+02,9.133299999999999841e+01,3.645330000000000155e+02,3.802330000000000041e+02,2.423499999999999943e+02,3.608299999999999841e+01,2.019830000000000041e+02,3.886499999999999773e+02,3.134169999999999732e+02,1.408830000000000098e+02,3.203170000000000073e+02,6.138669999999999618e+02,2.360000000000000000e+02,3.568000000000000114e+02,3.152500000000000000e+02,3.159169999999999732e+02,3.006829999999999927e+02
2.288669999999999902e+02,1.571999999999999886e+02,8.611700000000000443e+01,2.282500000000000000e+02,1.596999999999999886e+02,2.308170000000000073e+02,2.721170000000000186e+02,1.342330000000000041e+02,2.043499999999999943e+02,3.581700000000000017e+01,2.549170000000000016e+02,1.796999999999999886e+02,2.630330000000000155e+02,1.865829999999999984e+02,4.801499999999999773e+02,1.022830000000000013e+02,2.230670000000000073e+02,1.815169999999999959e+02,1.821829999999999927e+02,1.925670000000000073e+02
